NO-INDEXED MONGO
MongoDB,Q1,0.3320427099984954,205.406640625
MongoDB,Q2,0.0380661399976816,216.083203125
MongoDB,Q3,0.011062379996292292,217.765234375
MongoDB,Q4,0.8347011500023654,343.3375
MongoDB,Q5,0.02231092999718385,343.916796875
MongoDB,Q6,7.100329020000936,804.5234375
MongoDB,Q7,13.40789260000165,403.98125
MongoDB,Q8,23.389726439998775,1061.798046875
MongoDB,Q9,6.610486870001478,1035.6765625
MongoDB,Q10,17.281199529999867,909.21640625

INDEX MONGO
MongoDB,Q1,0.0021930499977315778,755.496484375
MongoDB,Q2,0.1193170900005498,731.839453125
MongoDB,Q3,0.03798052000347525,420.045703125
MongoDB,Q4,0.4733713199995691,301.928125
MongoDB,Q5,0.01897080999769969,231.21953125
MongoDB,Q6,5.328575659997296,942.4375
MongoDB,Q7,0.14526961000083247,773.4765625
MongoDB,Q7,0.09068859999824781,771.019140625
MongoDB,Q8,9.543911249999656,808.6796875
MongoDB,Q9,5.8971338899966215,782.834375
MongoDB,Q10,4.238194619999558,839.325

NO-INDEX MYSQL
MySQL,Q1,0.0032734499996877275,374.358203125
MySQL,Q2,0.055167700002493804,429.67265625
MySQL,Q3,0.023848800000268965,402.1484375
MySQL,Q4,0.1268330999999307,417.92421875
MySQL,Q5,0.17288742000237106,421.037109375
MySQL,Q6,79.44006632999954,486.5859375
MySQL,Q7,0.03266348999895854,439.428125
MySQL,Q8,58.42294161000027,493.594140625
MySQL,Q9,104.5740685900033,512.068359375
MySQL,Q10,945.3517560999899,497.5703125

INDEXED MYSQL
MySQL,Q1,0.0011703400014084764,637.96640625
MySQL,Q2,0.027040239998314064,639.208203125
MySQL,Q3,0.015921830001752825,489.859765625
MySQL,Q4,0.09903154999919934,405.113671875
MySQL,Q5,0.1085974300003727,418.3796875
MySQL,Q6,1.7261798199993792,647.70625
MySQL,Q7,0.025974870019126683,401.837890625
MySQL,Q8,37.48647919000068,647.7171875
MySQL,Q9,2.4990555800002765,660.840234375
MySQL,Q10,778.0162497999991,637.03125

